SeqName	SeqDesc	GOTerms	Enzymes	KeggMaps
dp_gene12375	Synaptotagmin 4	plasma membrane;exocytic vesicle;presynapse;calcium ion binding;calcium-dependent phospholipid binding;syntaxin binding;clathrin binding;vesicle fusion;regulation of calcium ion-dependent exocytosis;calcium ion-regulated exocytosis of neurotransmitter		
dp_gene12376	Synaptotagmin 4	plasma membrane;exocytic vesicle;presynapse;calcium ion binding;calcium-dependent phospholipid binding;Rab GTPase binding;syntaxin binding;clathrin binding;intracellular protein transport;vesicle fusion;regulation of calcium ion-dependent exocytosis;calcium ion-regulated exocytosis of neurotransmitter		
dp_gene12377	subfamily C member 8			
dp_gene12378	THAP domain-containing 2-like	nucleic acid binding;single-organism process		
dp_gene12379	hypothetical protein DAPPUDRAFT_325144			
dp_gene12380	hypothetical protein DAPPUDRAFT_98753			
dp_gene12381	kinesin KLP1			
dp_gene12382	Cell wall DAN4			
dp_gene12383	tailless	nucleus;steroid hormone receptor activity;RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding;zinc ion binding;sequence-specific DNA binding;transcription, DNA-templated;regulation of transcription from RNA polymerase II promoter;embryo development;anterior/posterior axis specification;intracellular receptor signaling pathway;steroid hormone mediated signaling pathway;cell fate commitment;animal organ development;generation of neurons		
dp_gene12384	hypothetical protein DAPPUDRAFT_310104			
dp_gene12385	hypothetical protein DAPPUDRAFT_220319	integral component of membrane		
dp_gene12386	cuticle -like	structural constituent of cuticle		
dp_gene12387	glycine-rich cell wall structural 1-like	extracellular region;chitin binding;chitin metabolic process		
dp_gene12388	mediator of RNA polymerase II transcription subunit 15-like	extracellular region;chitin binding;chitin metabolic process		
dp_gene12389	hypothetical protein			
dp_gene12390	hypothetical protein DAPPUDRAFT_232829			
dp_gene12391	hypothetical protein DAPPUDRAFT_310111	signal transduction;regulation of apoptotic process		
dp_gene12392	Brain chitinase and chia	extracellular region;cytoplasm;chitinase activity;chitin binding;carbohydrate metabolic process;chitin catabolic process		
dp_gene12393	hypothetical protein DAPPUDRAFT_94591			
dp_gene12394	hypothetical protein DAPPUDRAFT_220319	integral component of membrane		
dp_gene12395	Cuticular 30F	structural constituent of cuticle		
dp_gene12396	Collagen alpha-1 chain	extracellular region;chitin binding;chitin metabolic process		
dp_gene12397	---NA---			
dp_gene12398	hypothetical protein DAPPUDRAFT_232829			
dp_gene12399	Brain chitinase and chia	extracellular region;cytoplasm;chitinase activity;chitin binding;carbohydrate metabolic process;chitin catabolic process		
dp_gene12400	---NA---			
dp_gene12401	Enoyl- delta isomerase mitochondrial	isomerase activity;metabolic process		
dp_gene12402	Enoyl- delta isomerase mitochondrial	mitochondrial inner membrane;extracellular exosome;dodecenoyl-CoA delta-isomerase activity;identical protein binding;fatty acid beta-oxidation		
dp_gene12403	28S ribosomal mitochondrial			
dp_gene12404	Gamma-tubulin complex component	spindle pole;equatorial microtubule organizing center;centrosome;spindle pole body;microtubule;gamma-tubulin ring complex;structural constituent of cytoskeleton;gamma-tubulin binding;microtubule minus-end binding;meiotic nuclear division;cytoplasmic microtubule organization;centrosome duplication;interphase microtubule nucleation by interphase microtubule organizing center;mitotic spindle assembly		
dp_gene12405	---NA---			
dp_gene12406	NF-kappa-B inhibitor cactus-like			
dp_gene12407	rRNA-processing FCF1 homolog	nucleolus;integral component of membrane;small-subunit processome;maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
dp_gene12408	Tryptophan--tRNA cytoplasmic	cytoplasm;tryptophan-tRNA ligase activity;ATP binding;tryptophanyl-tRNA aminoacylation		
dp_gene12409	hypothetical protein DAPPUDRAFT_260327	integral component of endoplasmic reticulum membrane;CP2 mannose-ethanolamine phosphotransferase activity;GPI anchor biosynthetic process		
dp_gene12410	hypothetical protein DAPPUDRAFT_260327	integral component of endoplasmic reticulum membrane;CP2 mannose-ethanolamine phosphotransferase activity;GPI anchor biosynthetic process		
dp_gene12411	Kinesin KIF20A	kinesin complex;microtubule;microtubule motor activity;aminoacyl-tRNA ligase activity;ATP binding;microtubule binding;ATPase activity;tRNA aminoacylation for protein translation;microtubule-based movement		
dp_gene12412	Replication A 14 kDa subunit	nucleus;DNA binding;DNA replication;DNA repair;DNA recombination		
dp_gene12413	succinyl- :3-ketoacid coenzyme A transferase mitochondrial-like	mitochondrial matrix;3-oxoacid CoA-transferase activity;protein homodimerization activity;brain development;heart development;response to nutrient;response to hormone;response to activity;positive regulation of insulin secretion involved in cellular response to glucose stimulus;ketone catabolic process;response to drug;response to starvation;response to ethanol;ketone body catabolic process;adipose tissue development		
dp_gene12414	hypothetical protein DAPPUDRAFT_94605			
dp_gene12415	Four and a half LIM domains			
dp_gene12416	prickle 3 isoform X5	zinc ion binding		
dp_gene12417	Four and a half LIM domains	zinc ion binding		
dp_gene12418	four and a half LIM domains 2 isoform X7	zinc ion binding;defense response to fungus		
dp_gene12419	hypothetical protein DAPPUDRAFT_100927			
dp_gene12420	---NA---			
dp_gene12421	serine protease inhibitor Kazal-type 5			
dp_gene12422	hypothetical protein DAPPUDRAFT_303095			
dp_gene12423	hypothetical protein DAPPUDRAFT_232803			
dp_gene12424	hypothetical protein DAPPUDRAFT_94570			
dp_gene12425	hypothetical protein DAPPUDRAFT_303094			
dp_gene12426	hypothetical protein DAPPUDRAFT_310087			
dp_gene12427	hypothetical protein DAPPUDRAFT_220312			
dp_gene12428	---NA---			
dp_gene12429	---NA---			
dp_gene12430	Uncharacterized protein APZ42_032576	membrane		
dp_gene12431	hypothetical protein	integral component of membrane		
dp_gene12432	hypothetical protein DAPPUDRAFT_303092			
dp_gene12433	Alpha-(1,3)-fucosyltransferase 9	integral component of membrane;Golgi cisterna membrane;fucosyltransferase activity;protein glycosylation;fucosylation		
dp_gene12434	Ubiquitin-conjugating enzyme E2 J1	endoplasmic reticulum;integral component of membrane;nucleotide binding;ligase activity;ubiquitin protein ligase binding;ubiquitin protein ligase activity;ubiquitin conjugating enzyme activity;protein ubiquitination;protein N-linked glycosylation via asparagine;ER-associated ubiquitin-dependent protein catabolic process;negative regulation of retrograde protein transport, ER to cytosol		
dp_gene12435	5-methylcytosine rRNA methyltransferase NSUN4	methyltransferase activity;methylation		
dp_gene12436	organic cation transporter	integral component of plasma membrane;amine transmembrane transporter activity;carnitine transmembrane transporter activity;organic cation transport;amine transport;carnitine transmembrane transport		
dp_gene12437	organic cation transporter	integral component of plasma membrane;amine transmembrane transporter activity;carnitine transmembrane transporter activity;organic cation transport;amine transport;carnitine transmembrane transport		
dp_gene12438	Orphan sodium- and chloride-dependent neurotransmitter transporter	integral component of plasma membrane;neurotransmitter:sodium symporter activity;neurotransmitter transport;transmembrane transport		
dp_gene12439	hypothetical protein DAPPUDRAFT_220308			
dp_gene12440	Proteasome maturation	proteasome complex;nucleus;cytoplasm;integral component of membrane;proteasome assembly		
dp_gene12441	UDP-xylose and UDP-N-acetylglucosamine transporter	integral component of Golgi membrane;integral component of endoplasmic reticulum membrane;GDP-fucose transmembrane transporter activity;UDP-N-acetylglucosamine transmembrane transporter activity;UDP-xylose transmembrane transporter activity;GDP-fucose transport;UDP-xylose transport;UDP-N-acetylglucosamine transmembrane transport		
dp_gene12442	Sodium potassium calcium exchanger mitochondrial	integral component of membrane;transmembrane transport		
dp_gene12443	Sodium potassium calcium exchanger mitochondrial	integral component of membrane;transmembrane transport		
dp_gene12444	Fructose-2,6-bisphosphatase TIGAR	cytosol;membrane;phosphatase activity;dephosphorylation;regulation of cellular metabolic process;negative regulation of cellular process;response to stimulus		
dp_gene12445	Nad dependent epimerase dehydratase	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;coenzyme binding;single-organism metabolic process		
dp_gene12446	ATP-binding cassette sub-family A member 5-like isoform X2	integral component of membrane;intracellular membrane-bounded organelle;ATP binding;ATPase activity, coupled to transmembrane movement of substances;lipid transport;transmembrane transport		
dp_gene12447	hypothetical protein DAPPUDRAFT_102073			
dp_gene12448	Sodium- and chloride-dependent GABA transporter	integral component of plasma membrane;neurotransmitter:sodium symporter activity;neurotransmitter transport;transmembrane transport		
dp_gene12449	organic cation transporter	integral component of plasma membrane;amine transmembrane transporter activity;carnitine transmembrane transporter activity;organic cation transport;amine transport;carnitine transmembrane transport		
dp_gene12450	organic cation transporter	integral component of plasma membrane;amine transmembrane transporter activity;carnitine transmembrane transporter activity;organic cation transport;amine transport;carnitine transmembrane transport		
dp_gene12451	Ubiquitin-conjugating enzyme E2 J1	endoplasmic reticulum membrane;integral component of membrane;ATP binding;ligase activity;ubiquitin protein ligase binding;ubiquitin protein ligase activity;ubiquitin conjugating enzyme activity;spermatid development;protein ubiquitination;protein N-linked glycosylation via asparagine;ER-associated ubiquitin-dependent protein catabolic process;regulation of tumor necrosis factor biosynthetic process;negative regulation of retrograde protein transport, ER to cytosol		
dp_gene12452	hypothetical protein, partial			
dp_gene12453	---NA---			
dp_gene12454	hypothetical protein DAPPUDRAFT_303093			
dp_gene12455	Uncharacterized protein APZ42_032576	membrane		
dp_gene12456	---NA---			
dp_gene12457	---NA---			
dp_gene12458	hypothetical protein DAPPUDRAFT_303093			
dp_gene12459	hypothetical protein DAPPUDRAFT_220312			
dp_gene12460	hypothetical protein DAPPUDRAFT_310087			
dp_gene12461	hypothetical protein DAPPUDRAFT_303094			
dp_gene12462	hypothetical protein DAPPUDRAFT_94570			
dp_gene12463	hypothetical protein DAPPUDRAFT_232803			
dp_gene12464	serine protease inhibitor Kazal-type 5			
dp_gene12465	serine protease inhibitor dipetalogastin-like	membrane		
dp_gene12466	---NA---			
dp_gene12467	---NA---			
dp_gene12468	hypothetical protein DAPPUDRAFT_238233	integral component of membrane		
dp_gene12469	WD repeat and FYVE domain-containing 3	nuclear envelope;autophagosome;inclusion body;PML body;extrinsic component of membrane;organelle membrane;neuromuscular junction;Atg12-Atg5-Atg16 complex;presynaptic active zone;protein binding;1-phosphatidylinositol binding;chaeta development;regulation of protein ubiquitination;aggrephagy;neuron development;compound eye development;regulation of synapse organization		
dp_gene12470	Importin subunit alpha-4	nuclear pore;nucleoplasm;cytosol;nuclear localization sequence binding;protein transporter activity;NLS-bearing protein import into nucleus		
dp_gene12471	hypothetical protein DAPPUDRAFT_260333			
dp_gene12472	hypothetical protein DAPPUDRAFT_331684			
dp_gene12473	Tolloid 2			
dp_gene12474	mitochondrial cardiolipin hydrolase-like	mitochondrial outer membrane;cardiolipin synthase activity;hydrolase activity;cardiolipin biosynthetic process;piRNA metabolic process		
dp_gene12475	hypothetical protein DAPPUDRAFT_238233	integral component of membrane		
dp_gene12476	centromere kinetochore zw10 homolog	nucleus;cytoplasm;RZZ complex;ER to Golgi vesicle-mediated transport;mitotic nuclear division;mitotic spindle assembly checkpoint		
dp_gene12477	RNA-binding Rsf1	nucleotide binding;RNA binding		
dp_gene12478	carbohydrate sulfotransferase 11-like	integral component of membrane;sulfotransferase activity;carbohydrate biosynthetic process		
dp_gene12479	hypothetical protein DAPPUDRAFT_302177			
dp_gene12480	Scaffold salvador shar-pei	intracellular;protein complex scaffold;apoptotic process;hippo signaling;regulation of cell proliferation		
dp_gene12481	Ankyrin			
dp_gene12482	hypothetical protein DAPPUDRAFT_307953	microtubule;adherens junction;bicellular tight junction;lateral plasma membrane;GTPase activator activity;metal ion binding;beta-tubulin binding;microtubule cytoskeleton organization;protein folding;tubulin complex assembly;adherens junction assembly;positive regulation of GTPase activity;bicellular tight junction assembly		
